,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01,2026-02-01,2026-03-01,2026-04-01,2026-05-01,2026-06-01,2026-07-01,2026-08-01,2026-09-01,2026-10-01,2026-11-01,2026-12-01,2027-01-01,2027-02-01,2027-03-01,2027-04-01,2027-05-01,2027-06-01,2027-07-01,2027-08-01,2027-09-01,2027-10-01,2027-11-01,2027-12-01,2028-01-01,2028-02-01,2028-03-01,2028-04-01,2028-05-01,2028-06-01,2028-07-01,2028-08-01,2028-09-01,2028-10-01,2028-11-01,2028-12-01,2029-01-01,2029-02-01,2029-03-01,2029-04-01,2029-05-01,2029-06-01,2029-07-01,2029-08-01,2029-09-01,2029-10-01,2029-11-01,2029-12-01,2030-01-01,2030-02-01,2030-03-01,2030-04-01,2030-05-01,2030-06-01,2030-07-01,2030-08-01,2030-09-01,2030-10-01,2030-11-01,2030-12-01,2031-01-01,2031-02-01,2031-03-01,2031-04-01,2031-05-01,2031-06-01,2031-07-01,2031-08-01,2031-09-01,2031-10-01,2031-11-01,2031-12-01,2032-01-01,2032-02-01,2032-03-01,2032-04-01,2032-05-01,2032-06-01
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000.0,70000.0,79000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000.0,72000.0,80000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000.0,72000.0,80000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000.0,72000.0,80000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,74000.0,82000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,74000.0,82000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,74000.0,82000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,74000.0,82000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,74000.0,82000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,77000.0,85000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,77000.0,85000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,77000.0,85000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,85000.0,90000.0,65000.0,50000.0,40000.0,40000.0,38000.0,38000.0,40000.0,45000.0,55000.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,55800.0,60000.0,69000.0,72000.0,71400.0,69000.0,60000.0,51000.0,51000.0,52800.0,54600.0,55800.0,52780.0,53940.0,66700.0,69600.0,69365.1,67033.5,58290.0,49546.5,49546.5,51295.2,53043.9,54209.7,54209.7,58290.0,67033.5,69948.0,69711.9255,67368.6675,58581.45,49794.2325,49794.2325,51551.676,53309.1195,54480.7485,54480.7485,58581.45,67368.6675,70297.74,70060.4851275,67705.5108375,58874.35725,50043.2036625,50043.2036625,51809.43438,53575.6650975,54753.15224249999,54753.15224249999,58874.35725,67705.5108375,70649.2287,70410.7875531375,68044.0383916875,59168.72903625,50293.4196808125,50293.4196808125,52068.4815519,53843.5434229875,55026.9180037125,55026.9180037125,59168.72903625,68044.0383916875,71002.4748435,70762.8414909032,68384.2585836459,59464.5726814313,50544.8867792166,50544.8867792166,52328.8239596595,54112.7611401025,55302.0525937311,55302.0525937311,59464.5726814313,68384.25858364599,71357.4872177175,71116.65569835769,68726.1798765642,59761.8955448384,50797.61121311269,50797.61121311269,52590.4680794578,54383.324945803,55578.562856699806,55578.562856699806,59761.8955448384,68726.1798765642,71714.2746538061,71472.2389768495,69069.810775947,60060.705022562695,51051.5992691783,51051.5992691783,52853.42041985509,54655.241570532,55856.4556709833,55856.4556709833,60060.705022562695,69069.810775947,72072.8460270752,71829.6001717338,69415.15982982679,60361.0085476755,51306.8572655242,51306.8572655242,53117.6875219544,54928.517778384696,56135.7379493382,56135.7379493382,60361.0085476755,69415.15982982679,72433.2102572106,72188.7481725925,69762.2356289759,60662.8135904139,51563.3915518518,,
